Start Year,start_month_sin,start_month_cos,start_day_sin,start_day_cos,event_duration_log,magnitude_missing,magnitude_scaled,country_freq,mag_scale_Km2,mag_scale_Kph,mag_scale_Moment_Magnitude,mag_scale_Unknown,mag_scale_Vaccinated,mag_scale_C,region_Africa,region_Americas,region_Asia,region_Europe,region_Oceania,subregion_Australia and New Zealand,subregion_Central Asia,subregion_Eastern Asia,subregion_Eastern Europe,subregion_Latin America and the Caribbean,subregion_Melanesia,subregion_Micronesia,subregion_Northern Africa,subregion_Northern America,subregion_Northern Europe,subregion_Polynesia,subregion_South-eastern Asia,subregion_Southern Asia,subregion_Southern Europe,subregion_Sub-Saharan Africa,subregion_Western Asia,subregion_Western Europe,assoc_freq,total_deaths_missing,no_injured_missing,no_affected_missing,no_homeless_missing,total_affected_missing,total_damage_usd_missing,total_damage_adjusted_usd_missing,reconstruction_costs_usd_missing,reconstruction_costs_adjusted_usd_missing,insured_damage_usd_missing,insured_damage_adjusted_usd_missing,aid_contribution_usd_missing,total_deaths_log,no_injured_log,no_affected_log,no_homeless_log,total_affected_log,total_damage_usd_log,total_damage_adjusted_usd_log,reconstruction_costs_usd_log,reconstruction_costs_adjusted_usd_log,insured_damage_usd_log,insured_damage_adjusted_usd_log,aid_contribution_usd_log,appeal_no,appeal_yes,ofda_bha_response_no,ofda_bha_response_yes,declaration_no,declaration_yes
1980,-1.0,-1.8369701987210297e-16,0.8486442574947509,0.5289640103269624,0.0,1,-0.08326978595425069,0.03498104299306102,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.90353755128617,7.934155233536322,9.90353755128617,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1988,-0.8660254037844384,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0.0,0,-0.08426691589895077,0.04549681665355176,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,0,0,1,0,0,0,1,1,1,1,1,5.948034989180646,8.23403420769204,16.811242881518265,7.934155233536322,16.811431163782633,11.177466714598282,12.152988274437718,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2021,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,2.6390573296152584,1,-0.08326978595425069,0.0021460762572430075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,5.996452088619021,7.934155233536322,5.996452088619021,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1987,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821,0.0,1,-0.08326978595425069,0.01817011231132413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,1,0,0,1,1,1,1,1,1,1,1.791759469228055,2.5649493574615367,9.210440366976517,5.303304908059076,5.3612921657094255,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952,0.0,0,-0.0833780911618575,0.012018027040560842,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,1.3862943611198906,3.9318256327243257,6.621405651764134,7.934155233536322,6.621405651764134,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2022,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952,5.849324779946859,1,-0.08326978595425069,0.007368195149867658,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,1,1,0,1,1,1,1,1,1,1,5.605802066295998,9.90353755128617,9.210440366976517,7.934155233536322,9.90353755128617,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1999,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791,0.0,1,-0.08326978595425069,0.01817011231132413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,7.0909098220799835,7.934155233536322,7.0909098220799835,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2001,-2.4492935982947064e-16,1.0,-0.20129852008866114,0.9795299412524943,0.0,1,-0.08326978595425069,0.0051505830173832175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.076923258535832,7.934155233536322,9.076923258535832,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2004,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,1.6094379124341003,0,-0.08265605644447874,0.02281994420201731,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019600829816152802,0,0,0,1,0,0,0,1,1,0,0,1,4.499809670330265,5.8377304471659395,11.343926763492068,7.934155233536322,11.347968271202978,14.648420115681892,15.155692130045075,13.244582780038517,13.459505389675746,13.910821646859095,14.418093329713265,6.620739651073516,1,0,1,0,1,0
2022,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,1.791759469228055,1,-0.08326978595425069,0.03498104299306102,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,0.6931471805599453,3.9318256327243257,9.595670797663967,7.934155233536322,9.595670797663967,9.392745258631441,9.462110252078716,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2001,-0.8660254037844384,-0.5000000000000004,0.9377521321470804,0.3473052528448203,3.6635616461296463,1,-0.08326978595425069,0.0066528363974533225,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,0,1.3862943611198906,3.9318256327243257,11.48247656671073,7.934155233536322,11.48247656671073,7.601402334583733,8.173011311724972,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,7.855544677915663,1,0,0,1,1,0
2005,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0.0,0,-0.06973163500339868,0.05908863294942414,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,2.1972245773362196,3.9318256327243257,9.087381464575735,7.934155233536322,9.087381464575735,8.434028950155469,8.907883013942248,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1984,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,0.0,1,-0.08326978595425069,0.04549681665355176,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,6.263398262591624,3.9318256327243257,14.077875591662238,7.934155233536322,14.077875591662238,10.463131911491967,11.56824663655819,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0009299663781386366,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,3.713572066704308,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2022,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763,1.0986122886681098,1,-0.08326978595425069,0.016667858931254022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,1.3862943611198906,3.9318256327243257,10.691967639914864,7.934155233536322,10.691967639914864,11.440365524765756,11.509770493276926,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,0,1
1988,-0.8660254037844384,-0.5000000000000004,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0026468273839330425,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,0,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.601402334583733,7.601402334583733,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1914,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,0.0,1,-0.08326978595425069,0.012733385792975177,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,3.5553480614894135,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,0.49999999999999994,0.8660254037844387,-0.848644257494751,0.5289640103269624,2.0794415416798357,1,-0.08326978595425069,0.004292152514486015,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,3.091042453358316,1.791759469228055,6.584791392385716,7.934155233536322,6.591673732008658,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2004,-1.0,-1.8369701987210297e-16,0.9987165071710528,-0.05064916883871264,0.0,0,-0.08272825991621661,0.0009299663781386366,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0030045067601402104,0,1,1,0,0,0,0,1,1,1,1,1,0.6931471805599453,3.9318256327243257,9.210440366976517,6.78105762593618,6.78105762593618,8.517393171418904,9.024613022047395,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2023,-0.4999999999999998,-0.8660254037844388,-0.72479278722912,0.6889669190756865,1.9459101490553132,0,-0.08298097206729918,0.05908863294942414,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019600829816152802,0,0,0,1,0,0,0,1,1,1,1,1,4.04305126783455,3.6888794541139363,13.68767832281738,7.934155233536322,13.687722639966816,17.034386422832473,17.063454928995814,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2001,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821,0.0,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,5.420534999272286,7.934155233536322,5.420534999272286,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2009,-0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767,1.0986122886681098,0,-0.08272825991621661,0.02281994420201731,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030045067601402104,0,0,0,1,0,0,0,1,1,0,0,1,1.6094379124341003,4.787491742782046,8.517393171418904,7.934155233536322,8.540909718033554,13.815511557963774,14.1954308237708,13.244582780038517,13.459505389675746,13.345508528717259,13.725427194525064,6.620739651073516,1,0,1,0,1,0
2008,-0.4999999999999998,-0.8660254037844388,0.5712682150947923,0.8207634412072763,0.0,1,-0.08326978595425069,0.0038629372630374133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0026468273839330425,0,1,1,1,1,1,1,1,1,1,1,1,3.4339872044851463,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2014,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,2.772588722239781,1,-0.08326978595425069,0.010873453036697903,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,2.772588722239781,2.1972245773362196,9.845911404398532,7.934155233536322,9.84633502103182,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1990,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,1.3862943611198906,1,-0.08326978595425069,0.0008584305028972029,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7569926318048501,0,1,0,0,0,0,0,1,1,1,1,1,2.1972245773362196,3.9318256327243257,12.04355959836804,10.12667110305036,12.180759965737863,12.206077645517674,13.081891321648362,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2025,0.49999999999999994,0.8660254037844387,0.9884683243281114,0.1514277775045767,0.0,0,-0.08426547182951602,0.008941984405179198,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,1,0,0,0,0,1,1,1,1,1,1,1,2.9444389791664403,2.6390573296152584,4.110873864173311,2.3978952727983707,4.430816798843313,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264,1.6094379124341003,1,-0.08326978595425069,0.007082051648901924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00021460762572430073,0,1,1,1,1,0,0,1,1,1,1,1,1.791759469228055,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,14.45736497045232,14.60375971483752,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1983,-1.0,-1.8369701987210297e-16,-0.651372482722222,-0.7587581226927911,0.0,1,-0.08326978595425069,0.010158094284283568,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7569926318048501,1,0,0,0,0,1,1,1,1,1,1,1,2.9444389791664403,3.4339872044851463,9.90353755128617,6.90875477931522,9.953752818683679,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2004,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,4.812184355372417,1,-0.08326978595425069,0.0021460762572430075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,0,2.9444389791664403,3.9318256327243257,9.90353755128617,7.934155233536322,9.90353755128617,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,3.295836866004329,1,0,1,0,1,0
1992,-0.8660254037844384,-0.5000000000000004,-0.9884683243281114,0.15142777750457667,0.0,1,-0.08326978595425069,0.004578296015451749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,0,0,1,1,0,0,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,10.849356503939038,11.653843260828436,13.244582780038517,13.459505389675746,9.933094897288786,10.737569900017565,6.620739651073516,1,0,1,0,1,0
1994,-0.4999999999999998,-0.8660254037844388,0.10116832198743272,-0.994869323391895,4.143134726391533,1,-0.08326978595425069,0.0038629372630374133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,6.90875477931522,7.6577552711348655,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2024,0.8660254037844387,-0.49999999999999983,-0.5712682150947924,0.8207634412072763,0.0,1,-0.08326978595425069,0.014092567422562416,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04006009013520281,0,0,0,1,0,1,1,1,1,1,1,1,2.0794415416798357,2.302585092994046,5.707110264748875,7.934155233536322,5.736572297479192,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,-0.4999999999999998,-0.8660254037844388,-0.3943558551133187,0.9189578116202306,0.0,1,-0.08326978595425069,0.020530796194291438,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04006009013520281,0,1,0,1,0,0,0,1,1,1,1,1,3.828641396489095,3.9318256327243257,14.77102238760702,7.934155233536322,14.77102238760702,10.596659732783579,10.876914475781092,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1967,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0071535875241433575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,10.819798284210286,7.934155233536322,10.819798284210286,12.100717685412471,14.341806496923372,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2025,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.05064916883871264,0.0,0,-0.08427124810725506,0.013806423921596681,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,0,0,0,0,1,1,1,1,1,1,1,2.9444389791664403,3.4657359027997265,6.985641817639208,6.293419278846481,7.409741954080923,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2018,-0.4999999999999998,-0.8660254037844388,0.9680771188662043,-0.2506525322587204,1.0986122886681098,1,-0.08326978595425069,0.0022891480077258746,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.019600829816152802,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1983,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,0.0,1,-0.08326978595425069,0.01673939480649546,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,0,1,0,0,1,1,1,1,1,1,1,4.394449154672439,5.220355825078324,9.210440366976517,12.725940266947529,12.72648714869501,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2017,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,4.110873864173311,0,-0.05059771499286119,0.00679590814793619,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0033621861363473783,0,0,0,0,0,0,0,1,1,0,0,1,2.4849066497880004,2.833213344056216,9.517310233335248,8.699681400989514,9.883743923499516,13.217675375388819,13.464330489507503,13.244582780038517,13.459505389675746,12.013706813470414,12.260361947401885,6.620739651073516,1,0,0,1,0,1
1975,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.005722870019314687,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,7.556427969440253,7.934155233536322,7.556427969440253,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2010,-0.8660254037844384,-0.5000000000000004,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.002217612132484441,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,5.459585514144159,7.934155233536322,5.459585514144159,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2007,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,1.9459101490553132,1,-0.08326978595425069,0.005722870019314687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.019600829816152802,0,1,0,1,0,0,0,1,1,1,1,1,3.5263605246161616,3.9318256327243257,11.02851454737569,7.934155233536322,11.02851454737569,10.714439990727769,11.128468140019045,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1992,1.2246467991473532e-16,-1.0,-0.9884683243281114,0.15142777750457667,0.0,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,0,0,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.301387370778713,13.10588434085646,6.620739651073516,1,0,1,0,1,0
1998,-1.0,-1.8369701987210297e-16,-0.7907757369376986,-0.6121059825476627,2.1972245773362196,0,-0.08280046338795449,0.0007153587524143358,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,1,0,0,0,0,1,1,0,0,1,1.0986122886681098,3.258096538021482,9.210440366976517,7.601402334583733,7.613818684808629,11.51293546492023,12.167529302909665,13.244582780038517,13.459505389675746,10.819798284210286,11.474392515253445,6.620739651073516,1,0,0,1,1,0
2014,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791,0.6931471805599453,1,-0.08326978595425069,0.016667858931254022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,3.044522437723423,3.9318256327243257,6.398594934535208,7.934155233536322,6.398594934535208,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2023,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945,2.6390573296152584,1,-0.08326978595425069,0.007082051648901924,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04006009013520281,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,8.699681400989514,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2007,-1.0,-1.8369701987210297e-16,-0.9680771188662041,-0.2506525322587213,1.0986122886681098,0,-0.06770993779473812,0.006724372272694757,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,0,1,0,1,0,1,1,1,1,1,1,1,2.4849066497880004,3.9318256327243257,6.48768401848461,7.934155233536322,6.48768401848461,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1997,0.8660254037844387,-0.49999999999999983,0.10116832198743272,-0.994869323391895,5.902633333401366,1,-0.08326978595425069,0.005865941769797553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0007153587524143358,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.04793908261736,7.934155233536322,9.04793908261736,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,0,1,1,0,1,0
2024,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,1,-0.08326978595425069,0.05908863294942414,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010730381286215038,0,0,1,1,0,1,1,1,1,1,1,1,3.8918202981106265,3.4339872044851463,9.210440366976517,7.934155233536322,3.4339872044851463,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1997,-0.8660254037844384,-0.5000000000000004,0.7907757369376989,-0.6121059825476626,0.0,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,0,0,1,1,0,0,1,1.791759469228055,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.918397239722838,12.588398766879433,13.244582780038517,13.459505389675746,11.042937835596494,11.71293139406963,6.620739651073516,1,0,1,0,1,0
2016,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,1.6094379124341003,1,-0.08326978595425069,0.03498104299306102,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04006009013520281,0,1,1,1,1,0,0,1,1,1,1,1,4.143134726391533,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,10.12667110305036,10.39439614246176,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
